,a,b,c,d,e,f,g,h,i,opady,opady_zaciemnienie,opady_kierowcy,opady_zaciemnienie_kierowcy,prawdziwy,prawdziwy_iv
202,2,10,3,4,3,8,6,8,9,88.5443827019711,87.97576539525392,88.49501423276598,87.92516557453989,5.535264751811867,73.53270291782627
203,3,10,9,2,8,3,7,10,5,42.80739645437747,41.615240458919786,42.06077742491306,40.849348245777605,3.056229277446092,35.04445914154975
204,4,5,3,6,5,3,9,10,3,43.34272479651902,43.051324924017415,43.08218367357937,42.78551585527726,2.253560488323464,33.309881592077815
205,3,4,3,2,2,7,7,7,1,70.23498534002177,70.15076612104626,70.21640801174894,70.13248761705769,1.2280419422238003,50.29754178601553
206,2,3,8,2,3,3,8,6,6,34.401527828324,34.26433703119422,34.26308970706042,34.12452931040756,4.900637405877328,24.217134677767753
207,4,1,3,9,3,4,9,9,5,54.71018796938786,54.69764543251355,54.62521808973566,54.61260948907792,3.689249041808841,41.24247834598386
208,10,9,9,3,3,7,10,10,10,106.92776150258939,106.53167634215563,106.88910859077042,106.49257523153294,7.158558933141798,80.55033228630438
209,2,1,6,7,1,2,5,10,10,31.70545252866165,31.686532659210815,31.6893465689744,31.670544600083396,4.637091570053111,30.090457397761963
210,3,2,4,8,5,8,8,6,9,86.39480312738618,86.36868909880282,86.2391636798551,86.21262972282656,7.278894264397947,57.51947731374774
211,3,4,3,1,7,8,3,9,9,85.26047358553382,85.16413989789042,84.96880755127007,84.87267237445583,3.143122638631565,81.39079120724904
212,9,7,4,4,4,10,3,9,6,101.66368849430593,101.4098152686707,101.60047759201764,101.34489097572376,2.2179973944337834,96.6964668148581
213,4,6,10,1,6,8,4,1,1,35.331056927597956,34.83008908382817,34.81403499199994,34.30802993163543,1.3914917778015767,12.12696638307415
214,1,6,2,5,10,10,5,9,9,112.01217948643607,111.84357667309153,111.53888626736578,111.37089985767658,4.533576884286648,99.41241704086248
215,4,5,2,2,10,8,3,2,3,33.64823572063915,33.27327636749478,32.11801269988975,31.714922751418815,2.7286853433574763,20.667284861211883
216,6,6,2,3,10,3,10,2,1,33.15780988608257,32.63932536248786,31.531199231750364,30.989595421058805,1.4039730248312952,7.6849975100624475
217,9,1,4,9,10,8,6,5,6,67.72790846060973,67.7198375654301,67.02741528327127,67.01914346814301,4.7310050055148105,46.64344282791841
218,6,4,2,5,10,10,10,9,9,141.06757436185998,141.0090860720106,140.76565054122383,140.70758486225424,6.760989088861204,99.1740981867231
219,1,9,2,5,7,8,8,7,3,88.11213415860055,87.63259699287043,87.83598947298522,87.35769320949431,2.479256473516682,59.609334922186534
220,7,9,2,8,10,3,3,4,8,25.929721304392064,24.323812154570223,23.902284725500873,22.153001942764764,5.049999139856346,20.23661689680691
221,6,1,9,1,5,1,10,4,1,12.355915824436567,12.316570276930223,11.299633716828598,11.256475104253408,1.3639114235136598,5.198966931207197
222,5,7,3,6,6,2,10,3,7,25.674390709809337,24.679512014034156,24.95580627005732,23.938045932111766,6.792119965303064,13.186377483348041
223,1,7,7,2,10,2,7,1,3,19.421890379012254,18.105418635515893,16.60945790860123,15.073302227396287,3.13271092879048,5.478587102612726
224,3,3,6,5,8,2,7,2,4,18.431511151083395,18.19196516724019,16.59460704920629,16.3192302296936,3.9875639608167988,8.31813540785964
225,3,9,1,3,4,9,10,4,4,99.48920941282883,99.04372805700284,99.40117661709836,98.95431735678989,3.8636952147845856,41.13568970201257
226,3,5,8,7,1,5,10,7,10,67.68514778258512,67.50965256202855,67.68125823991465,67.50593720854737,8.26954415049207,45.27707968952554
227,1,7,7,10,4,1,3,8,1,12.52681049739467,10.387897577998597,11.880121697543755,9.601281024899523,1.062868137879864,9.126732505887249
228,7,3,7,8,1,6,10,6,5,73.27589597683297,73.23111411563092,73.2670372703276,73.2220941328726,4.394273676050649,41.38907468481837
229,6,9,4,1,5,5,9,8,2,62.49218615870025,61.86207028469918,62.28237033532369,61.649430086506314,1.8093215411246035,42.325946177267106
230,2,7,8,5,7,6,6,9,10,74.50677777351297,74.14241501556353,74.17806380981295,73.81403483723514,5.666151416663696,64.4605468991207
231,3,6,3,8,6,8,3,4,5,45.64256593173076,45.24839278921989,45.264547979542876,44.865642796374644,3.251652416946291,37.865519792766676
232,5,6,8,4,10,2,4,8,3,23.82944780594803,23.049263049754597,21.633490442189036,20.774011422424707,1.6953208149256718,19.17978340243614
233,8,4,2,10,5,4,3,4,3,23.790716579878403,23.43701643545617,23.257072231751923,22.890118767548163,2.1159486875802354,19.441283415585097
234,3,4,1,3,6,3,2,10,4,35.438867328844744,35.21080607934811,34.93532613345864,34.70180717750058,1.3251561478715281,34.19667797845537
235,9,1,6,5,2,5,10,3,5,54.085452050635396,54.0712875053156,54.04882671184112,54.034635733285135,4.893575514097658,20.610477007799034
236,4,8,10,9,7,6,1,4,4,31.040427550707,29.998084866413436,30.215557348613945,29.141912586548457,1.6663694829068503,28.54724917162759
237,10,4,7,7,2,2,3,2,7,13.54032661784349,12.93053025448275,13.391313956779362,12.771494624582921,6.015649519234228,11.279064642453452
238,6,2,7,6,10,3,10,5,4,37.005676786586655,36.94364190532323,35.60723965906955,35.54802236972509,3.7193123670086217,19.28435977389417
239,9,1,4,9,7,2,4,2,4,13.531458854357632,13.489954528036135,11.585705478781186,11.538289822415516,3.72628643048252,8.294922112339941
240,6,2,6,4,2,5,7,4,5,43.52266527475198,43.468904593709276,43.47175479184255,43.418140074471445,4.4791717801097,25.53187212491402
241,1,8,5,3,8,4,10,4,2,45.49189582858853,44.78641721680043,44.75833177470182,44.04451871138101,2.1098254153542966,18.484360190746035
242,2,3,5,10,2,4,7,10,4,52.39235602406699,52.315450605340494,52.35702379528119,52.27995736001278,2.5116461993287342,44.144363223761545
243,6,6,3,2,10,8,6,4,3,61.22635902896103,60.91627770013546,60.4190567591192,60.109078559767866,2.7015722946215552,35.95579375027349
244,1,7,3,1,3,3,9,4,10,35.75009762122209,35.0653641688427,35.6442034106768,34.95624047878711,9.23092385602051,22.268673534705016
245,2,10,9,7,8,8,6,4,5,62.24196995976985,61.46495536995729,61.74601830123936,60.95831664707353,4.28477700562615,37.8294279174814
246,9,9,2,6,5,3,10,2,8,34.79837856401569,33.626760558666035,34.429769600046384,33.24414749993441,7.9366309140995,14.404148902276747
247,9,7,5,3,5,8,1,2,6,26.261611337858458,25.277202603324163,25.7863173988583,24.784455749114866,3.6000936631995275,23.436151442710447
248,7,1,2,2,7,6,7,3,2,47.33188128088505,47.323531139332985,46.80884874641799,46.800735593531954,2.0880488221792683,20.85400568722399
249,7,5,6,9,2,5,10,8,5,67.59340817060362,67.40450093326346,67.57202795814176,67.38272084780557,4.037142673516908,45.29418521957611
250,1,1,4,2,6,5,2,2,2,17.576254492327223,17.547538835526915,16.477922285258142,16.44697691126508,1.798741828556005,13.03659193730543
251,3,2,7,3,4,8,6,1,9,51.91700366725486,51.883672228044055,51.74774999880414,51.71368286693888,8.932282039009172,18.80239909456977
252,3,10,4,5,3,1,4,7,3,15.094780302056849,11.27949746339033,14.801353018842587,10.877390970020702,1.822832784208011,10.125791794320849
253,10,10,8,7,2,7,5,6,6,60.77637799602034,59.966915385359094,60.747855783851094,59.93773103715552,4.0118683189641215,48.65793192507511
254,8,1,3,3,5,5,3,7,5,43.41491125747492,43.39934033315316,43.13277344277344,43.117224460563804,2.2882690440953932,40.47835534687807
255,8,1,1,9,2,1,6,3,8,12.853560301723421,12.817181762798466,12.700967991987957,12.664277704481325,7.264796155489218,11.139357103341903
256,2,1,4,6,8,9,4,5,6,63.55060321776826,63.544124920941506,63.065226305270755,63.05845934932791,3.953097711725842,51.74981392435867
257,2,9,7,6,8,6,8,5,7,62.005742213249015,61.42094467533891,61.492425061523164,60.9035218681343,6.034199295888126,37.47260485236738
258,4,8,5,10,4,8,4,5,3,55.05417914591768,54.48149570342193,54.899855865588464,54.32759232335395,2.1434006887499835,43.594887619548274
259,4,6,8,6,9,4,6,1,8,29.3119769534079,28.67232784113614,27.87958191763978,27.214277994223956,7.976554840149623,12.710555308481101
260,6,1,5,2,10,3,1,8,1,27.354552003678567,27.33397086884141,25.466695711995662,25.446124290952273,1.0184889857804218,25.25165404614632
261,5,7,4,2,4,6,7,1,6,44.747342765057546,44.19014194680052,44.58221124114571,44.022764735514414,6.016347792795305,13.472297198812457
262,8,10,5,7,10,4,2,3,4,23.21614888287675,20.951020798528003,20.975354734516593,18.431247749088822,2.586373997529822,16.549918510767135
263,3,9,10,2,5,2,2,3,7,17.173081661714797,14.639704130948989,16.451779960848,13.787975061633617,4.291578777760402,13.181233093645154
264,9,9,7,3,7,8,4,10,9,95.32626090575246,94.91293774178466,95.10794042692443,94.69418738944874,3.5868768803876563,89.252093339134
265,1,9,6,10,5,1,6,1,1,12.158255292376268,8.1791987967729,11.090957120443429,6.486605494346724,1.4068213190761674,2.44854601250462
266,2,7,7,9,9,1,9,10,3,19.628541572067327,18.324930672840896,17.434958190766196,15.948746989532271,2.250230198942949,13.153198811357406
267,6,3,7,10,7,2,10,10,4,32.12427557147093,31.979480672300316,31.35568462657521,31.207723673163674,2.9985879233523267,24.02127302150758
268,10,10,10,3,4,3,9,7,3,37.84206121506879,36.500119837720305,37.64339596374264,36.293948592338204,2.5768574341472745,24.215465078951144
269,5,8,10,8,6,5,10,7,2,63.44250031424233,62.9269396369368,63.15479679169375,62.63226783581727,1.922952213501657,37.367421556629786
270,2,6,9,10,2,9,8,9,7,114.52913844462097,114.37949673912537,114.50748603208203,114.35765927680784,4.76300658461083,88.35487460496114
271,1,5,8,7,3,9,1,3,2,32.12797847415695,31.737256829413525,31.99775726544046,31.60557391039767,1.314974593372238,30.366676738661877
272,8,5,2,2,1,8,6,8,10,88.43710969532326,88.29128383006483,88.43591816697604,88.28989682716625,6.121660322736739,74.21128848036095
273,4,6,7,8,1,9,2,4,1,42.62770859579616,42.17796761886974,42.614416324491394,42.1640282759987,1.1117683023230067,38.0693357481618
274,10,6,10,9,8,3,8,8,9,42.20007636464608,41.76129315932759,41.4428916361578,40.999944951781714,6.473204204193121,33.21550028290656
275,9,6,8,4,3,9,8,8,4,105.33218617094755,105.18514658093171,105.28887839439808,105.14272963036635,3.0095000245616994,76.74536671467064
276,5,9,6,1,4,4,10,8,8,57.76540285398017,57.05135185227342,57.63205587794846,56.917396133888275,6.326716741265213,40.23020964905272
277,2,6,7,6,8,9,5,4,9,65.04392710259822,64.76794018408998,64.59864180698068,64.32067415079301,7.156939897161179,45.945057964228056
278,6,10,7,4,4,2,8,3,9,24.504680730488463,22.400510133003362,24.178357110722768,22.0352393173863,8.531394007964352,15.221270241833615
279,4,6,5,7,1,7,3,3,9,37.741737872255634,37.26278693437618,37.72929940908768,37.25031448594704,6.5991591442875075,30.848264330648473
280,3,8,8,9,8,1,5,9,2,16.582312171437913,14.525871183848452,14.520322864157814,12.125476528837648,1.4014178899329828,11.06091376604005
281,8,3,6,5,10,2,1,9,1,21.950949425860074,21.755337499707274,19.53788616599948,19.318116433772655,1.0176033048705109,19.220506316956225
282,7,6,2,8,5,5,3,8,4,47.49934195642573,47.090714585651206,47.22138594183016,46.8062073622603,1.7826899052390697,44.36057061708537
283,9,8,6,4,6,1,7,9,9,21.82297835571344,20.268378462103193,20.965458667015483,19.358394859535768,5.643818689984733,18.064627713678814
284,3,5,7,1,5,5,3,9,10,57.574957769716484,57.34101385596297,57.334702436343775,57.09893287524195,3.4491849564293102,55.03337480563863
285,5,3,6,1,2,8,3,3,3,37.29877813377043,37.17022894197983,37.25046220273608,37.12237943665097,2.392424803177602,28.23247924917432
286,7,9,5,9,8,10,10,3,6,107.60541082501338,107.22797797017903,107.32407772161324,106.94426061948762,5.841060050243734,37.376046742633655
287,9,3,7,4,7,3,5,8,2,31.18684696581067,31.04532876302599,30.397590782408216,30.249341086196004,1.4608717382693022,26.201449252374744
288,2,7,4,9,7,6,6,7,4,59.44535633523211,59.041894658520114,59.01817256920208,58.612782176405204,2.8051291599386925,46.332179947537036
289,2,4,1,7,8,1,1,1,3,9.947413619292528,9.104005870320464,5.921133355321826,4.365494959408276,2.6422016921592864,4.249669426371093
290,9,2,4,1,7,9,7,5,4,80.64108797614965,80.62135113273571,80.37986130864492,80.36088830310509,3.4179621266406977,49.96474291874013
291,9,6,6,8,2,10,1,4,2,44.688317633956544,44.30181109245622,44.646292370591254,44.25989190854826,1.2037563792493808,43.13115375225559
292,5,7,4,3,8,9,1,10,4,95.52002515147501,95.26744543407314,95.14783885582968,94.89218770690812,1.1493294498397704,94.426552875037
293,1,2,10,5,6,8,5,6,7,68.98046274441806,68.95039654947419,68.70508463671837,68.67483941423278,4.6330599179731875,55.584651892397524
294,1,9,7,5,2,7,10,2,8,74.30603036063361,73.71395233284615,74.2733199824876,73.68011075857787,7.947945019090755,23.193886819670027
295,8,1,8,1,9,9,6,8,6,95.93708579342899,95.9248620550518,95.49747940664017,95.48549156062634,3.7579884163949173,78.4684967541242
296,8,10,5,10,1,6,8,6,1,61.69519557343519,60.83985312120794,61.69061295370487,60.834321853436364,1.2796089792555543,37.49051493967277
297,1,4,5,9,8,8,4,5,4,55.789479348158146,55.642177248810924,55.245388754791264,55.09338983504588,2.7398181142859093,44.76112515596238
298,2,1,7,3,3,8,2,10,5,86.82651794271762,86.81877824580599,86.7624511948036,86.75492039371393,1.4788474186847502,85.25529205988167
299,6,6,8,10,5,7,3,4,9,43.727599053112534,43.341554891758605,43.426620729090395,43.040513138927295,5.652491490219183,37.60779431837329
300,9,9,2,10,10,4,1,2,7,20.97152315002818,18.89748915002244,18.46797926862056,16.06180338886681,4.165524141759083,15.54029628476672
301,5,7,10,5,7,10,8,10,8,135.03442660749354,134.84682432910964,134.8430919662422,134.65554731373066,5.121330907982487,108.40424972259721
302,9,8,5,10,10,7,9,10,7,100.67104828454949,100.38116909721606,100.19536070820496,99.89934251685254,4.804795983462134,77.53828612765778
303,8,9,8,6,10,6,6,6,3,55.238111966872346,54.55515540050433,54.39612304719303,53.705438829636776,2.367105034137224,39.575329520375874
304,7,5,8,7,2,5,6,2,1,32.8920423895087,32.50333808300015,32.83473600561108,32.445067067730015,1.3841057723819223,12.18352772585827
305,9,4,4,9,5,8,3,3,10,42.82663815058848,42.63777831603601,42.55224095142528,42.361887833538965,7.315068460734902,34.8606637660672
306,6,5,4,4,7,2,9,10,2,29.606830414906078,29.18055105763084,28.80126463405211,28.367463367812004,1.6754102069832288,22.0771598265736
307,1,6,8,6,6,5,6,5,3,42.229782019309816,41.760930911761996,41.764008154021646,41.28822002213447,2.530236031036767,28.521263868065194
308,9,2,2,7,4,6,9,9,5,80.49005656775653,80.47362242737593,80.3716275621274,80.35524833924447,3.6734752547564344,59.24193616961201
309,10,6,8,3,1,9,1,7,2,66.42920168201306,66.11429073790484,66.42494178626609,66.10924460008846,1.0712297745494497,65.51750176277142
310,2,2,5,6,7,4,5,6,4,35.36209579560077,35.3109752516933,34.65296381048892,34.599311090602804,2.7914418600766915,28.304803993696876
311,2,8,6,6,2,3,2,3,8,20.06669611377447,18.407434311061753,19.961073304628115,18.29059074011291,4.875426591292083,17.267625031100156
312,1,2,10,4,4,5,9,5,4,53.80627625115053,53.762986580346556,53.653607769008396,53.61019909481037,3.6448323353863135,29.534913012653377
313,7,9,3,2,2,4,2,9,4,41.869485928715086,40.91053100572397,41.80998376098799,40.85182740832673,1.3893841363366046,40.09616751333864
314,4,6,1,3,10,8,6,7,1,75.6898618162493,75.4697614877892,75.0522494319298,74.83003495864898,1.1952049693130873,57.6161282372646
315,6,5,8,7,6,10,1,8,7,88.27786890160965,88.13942348795489,88.06415750029825,87.92491480406972,1.5743942344349604,87.36030670981137
316,9,7,4,3,6,5,5,7,4,47.678733762808235,47.17541501923033,47.28041618507441,46.77700392981454,2.563386934299944,39.431613685330504
317,7,7,8,5,1,9,6,4,6,69.571222406326,69.19438793220164,69.56086387210046,69.18386358471777,5.11869637838864,43.08422445529971
318,4,10,6,7,1,6,9,3,5,59.829785719261245,59.00076747527947,59.81956143788221,58.989550847261356,4.869866062413651,23.9008753948038
319,7,9,10,6,4,6,10,8,8,82.50894946078262,82.04683684194224,82.39912157369041,81.93340251093227,6.335682238315926,56.18711800218539
320,2,1,6,5,7,6,9,9,10,84.20246168525692,84.18872681252756,83.95162514492988,83.93775488059596,7.150775021337822,64.39139813427713
321,8,10,2,10,7,6,6,8,8,68.11930487804267,67.36814269454509,67.76197321352933,67.00664995176315,4.9428267840464315,56.32741398882242
322,8,5,9,8,1,10,6,1,5,62.510196491696625,62.290750335205026,62.50469742129056,62.28524999454715,5.050628870019684,18.09198351493491
323,5,8,9,6,2,1,7,6,5,15.505683653389738,13.29714558515445,15.37966892867952,13.146829667399704,3.9450128456141225,11.097499697244919
324,4,3,3,8,3,5,8,5,4,49.71537586745058,49.626924948681136,49.629439381800985,49.5403222210265,3.539645463711913,29.388280260897883
325,6,2,6,10,2,7,1,2,4,20.77823726454234,20.68965114571434,20.68208677836047,20.59325828571333,2.51705039523129,19.351836437336768
326,3,5,1,6,5,10,8,8,8,119.48580659204598,119.3767043540193,119.36784998826325,119.25924647068494,5.744732444222373,88.37039889080002
327,3,9,1,8,3,9,5,10,8,108.40242575796377,108.01928021759807,108.34940445993324,107.96644085792259,3.7590277207522105,98.15189901771592
328,3,5,4,5,5,8,8,5,1,76.88051669277577,76.7173843972512,76.70577401138414,76.54310290996058,1.3054200798230675,41.74766701624499
329,7,5,10,1,2,4,4,7,6,38.24243099026977,37.88995412670257,38.185839702991885,37.83245424610393,3.2081733270517923,34.28216344337769
330,6,9,6,9,10,10,5,9,2,106.06119597616475,105.73132104818121,105.58249133998962,105.25055078805718,1.411958319294372,92.58143380321327
331,6,9,5,9,2,10,10,9,1,136.1854002133788,135.88390778428968,136.16887030339305,135.86671133299714,1.2483742387732453,91.81420611860806
332,7,9,2,10,2,2,9,7,5,27.931027535678734,26.432554877601184,27.859254684535646,26.360562162051743,4.071345128722715,19.13373245369959
333,10,7,1,3,1,2,2,1,10,14.653222127479777,12.8515557464643,14.621711797051862,12.815984434281052,9.172456144186967,12.182043422552693
334,2,6,6,2,1,7,7,10,8,92.43077936251383,92.24767168079023,92.42644518591851,92.24326907086977,4.730006488099267,78.32726855515482
335,1,8,5,7,2,8,10,5,9,94.69282866363909,94.31914952563314,94.6705492668385,94.29728701072266,8.12078626452773,49.73809081667523
336,3,9,1,4,7,4,5,2,9,28.90002631746364,27.49684323460177,28.007166638059488,26.550346328415777,8.438074029092517,17.48625023871644
337,3,9,2,3,5,5,2,1,2,16.697941322466523,14.117499253489276,15.947771125534763,13.21327362491956,2.078063624240043,8.663701962099273
338,5,3,7,8,5,9,6,8,5,94.54510836370413,94.49585438727425,94.42761300163738,94.37935436136787,3.1840355308925266,77.44182305863977
339,4,7,5,10,8,9,10,2,1,92.97627394631228,92.72458454498889,92.6275040375049,92.37296527563088,1.4010915226182832,21.06349790989668
340,7,6,3,5,4,9,10,9,10,128.19467287733593,128.05860271790627,128.1090226692204,127.97184299523438,7.513341698895184,91.27553518752681
341,4,3,7,3,7,7,9,9,1,90.48969993807752,90.43462573643053,90.23314884435048,90.1768007009185,1.225467357332413,64.43222112890126
342,8,9,7,2,9,8,10,7,8,103.62394432178517,103.257980451872,103.1883268416524,102.82038888700832,6.644443800251859,64.2806975234538
343,9,2,5,5,7,4,7,4,7,37.242460370121115,37.178391326586706,36.577232712272085,36.51357650130384,6.185884246730221,23.388758197323366
344,7,9,10,5,4,2,8,4,2,21.378879235436596,19.4195635169282,21.00245759192944,19.002450471138445,2.055864657539843,10.274845697656275
345,10,10,2,4,2,4,4,2,1,21.423654348693887,18.98053205180933,21.32726687898609,18.87075978848517,1.3449650445153927,9.908820825694077
346,3,6,9,2,10,6,4,6,3,47.614498284150315,47.216599807058074,46.55412782698243,46.15075345603044,1.9746489030970051,39.56457944865249
347,9,4,4,6,4,3,5,4,4,22.857113975375928,22.49089957995974,22.486256717227448,22.11422056978297,3.302106772896227,16.294184203198423
348,5,7,9,2,8,3,5,2,10,24.620321654498888,23.628661248825747,23.284996418976494,22.237224237054576,9.362034744967419,16.323908902158937
349,5,8,8,4,8,2,8,7,4,26.744539419525143,25.551523034880276,25.516223826432984,24.26769430825668,3.1916729414391574,18.18241825835681
350,6,2,9,1,7,10,8,1,6,82.22070599068495,82.18851786002774,81.91137332901788,81.87918768811107,6.0392745286599805,18.864894342907093
351,6,6,4,7,4,4,10,1,3,41.450982324475774,40.994092906747895,41.25947575893058,40.79931423737627,3.1412310616557133,8.094958869063838
352,8,9,4,8,8,4,5,1,8,26.6050157129432,25.008425713145694,25.373115219033636,23.69739196368097,7.914909506472791,12.688478001627795
353,3,1,1,4,8,3,10,4,6,35.93864073573819,35.92335021202187,35.07233398542204,35.05698359932721,5.6663871437571,18.286175914261495
354,7,5,6,5,1,6,7,1,1,43.35668383720929,43.03953830688105,43.34693748574038,43.02957297761644,1.4076206974295589,9.286471216219867
355,9,1,1,2,2,10,9,8,9,127.50066815292811,127.49873877213854,127.4829101559882,127.4810156199096,6.80854383997083,89.65744916050275
356,3,8,7,1,6,1,8,4,5,15.732004618960653,13.539899734765873,14.504711730572376,12.114600681854098,4.598168525961774,9.121537748891926
357,10,3,6,2,10,7,4,8,3,66.4018809024171,66.33726220373121,65.66001721397353,65.59447356191338,1.7012102205150246,59.29231228493103
358,6,7,7,4,10,4,4,6,7,37.231259654235416,36.57506227214383,35.91473081492846,35.2378076156957,4.070552088686501,31.345673978854197
359,1,1,9,5,4,3,7,6,9,34.665485857783004,34.64727281071418,34.43775209953451,34.419655306070794,6.94795130396214,27.21867340758823
360,2,1,3,2,6,4,5,8,7,44.63998938087705,44.6357044898175,44.2508170635236,44.24662730718381,3.902695294905757,39.43730672699508
361,8,7,2,1,10,3,6,1,7,24.182958724512847,23.13847642189294,22.009749836891412,20.865761607806448,7.01157310546417,10.530440818441665
362,3,5,8,8,3,8,10,5,1,90.47938960390702,90.34129739504323,90.44324986633771,90.30519845597695,1.3420027892968067,41.80252948744557
363,2,1,6,2,9,6,2,9,10,66.1162291198222,66.10995361015274,65.49343987556452,65.48715414146581,2.6130016916586096,64.37667155904364
364,10,2,5,2,3,10,10,2,8,104.14158192200847,104.12476506542784,104.09715431422414,104.08045484758708,7.913869323687713,29.74754885503284
365,6,9,2,8,3,5,10,4,8,58.544980295202734,57.794833266025385,58.45862174509568,57.71006365001434,7.490810953964456,28.485804754132
366,4,2,2,9,3,1,3,9,6,15.749444749296424,15.632667333144251,15.459791372065876,15.338897992889942,2.231538413243252,15.043631949244167
367,9,1,3,5,7,2,2,1,8,13.076194243702417,13.033422214332733,11.035506144245725,10.985029632810917,7.366927078275532,10.243134137892321
368,6,10,1,9,6,7,1,10,5,76.41197256001242,75.81891327945799,76.20065625493102,75.60885169944515,1.2183036033065484,75.30939945896893
369,5,7,7,7,9,1,4,1,1,12.297563198924891,10.149739323141551,8.402181319896624,4.681576714955539,1.3887993971878798,2.443695159423824
370,5,5,2,2,1,6,7,3,4,47.866029250199105,47.590173763610714,47.855689694392744,47.57979000328205,3.816665750720374,22.816398243701105
371,7,1,4,6,4,7,9,4,9,73.47995333603836,73.47410761218894,73.35944190112134,73.3535527247892,8.294777279622924,37.71296819821244
372,6,1,5,2,10,6,8,9,2,74.60617650388613,74.59802263000303,73.90663851574546,73.89819834117745,1.6670341110983997,56.18306227698992
373,9,9,1,1,5,3,9,5,6,35.91059673105917,34.74271630481782,35.55181941909986,34.37211917466181,5.328235449944041,21.221135098403998
374,5,9,7,2,9,6,4,2,2,31.187945797430633,29.830424614635394,29.808733596270617,28.37939518154707,2.056509811256409,15.268139304558696
375,2,2,10,1,7,8,8,10,10,111.48271486102101,111.4652303225126,111.2173333891801,111.20036458636648,6.368625319047215,90.87106109352315
376,6,6,3,8,6,8,6,5,10,70.08139635205801,69.80391651976103,69.83700767073323,69.56092268760862,7.784337339666157,50.63231148218103
377,10,9,6,7,8,3,10,9,10,49.18058424137457,48.38158595473513,48.524086918063375,47.71790357436755,7.5176722552152135,37.09925481652313
378,3,7,9,10,9,3,10,1,9,34.39431127794329,33.66786218637648,33.209008889890306,32.45970117169634,9.000742797494334,12.39736187250292
379,10,7,1,2,1,3,7,7,3,32.78414288995714,31.982935229101567,32.760938215318774,31.96084481452352,2.3589552341567646,24.157331540099182
380,2,10,8,5,7,3,10,2,4,33.9840710716838,32.514369259536565,33.22513451078039,31.72155138001428,4.050373618791836,10.497042730611595
381,8,9,3,9,4,5,6,9,6,59.95647965480807,59.267658343530876,59.823097102230214,59.13389034219565,3.510085836807683,51.12073073953118
382,4,9,9,8,2,2,4,1,3,13.387402541448612,9.89310632699167,13.229023749666942,9.68047127778693,3.0817252807013813,5.46091434201349
383,4,2,8,5,10,1,10,5,2,15.944624080457551,15.813734856039142,12.444830197794687,12.278705048744605,2.0447367464263255,7.138690197954651
384,8,8,5,4,7,3,8,7,7,38.58885910367462,37.73457812757918,37.92319831117743,37.05697730814206,5.4147748967042295,28.321952908002075
385,3,1,10,3,4,2,9,8,3,26.53589675909659,26.51627775144154,26.226241707419018,26.2055407720912,2.4540211642680574,19.037145191705726
386,7,1,10,3,3,10,6,7,2,94.30852800518002,94.30433356711613,94.25561239654742,94.25138727993115,1.6466882508799083,72.6510356779396
387,2,3,3,9,6,10,8,7,9,112.87264385617438,112.8374964606854,112.69670788446659,112.6606704178266,6.877143454946882,79.569645389597
388,9,6,8,4,3,1,8,7,4,15.153141979088872,13.93193646778604,14.855514836106378,13.60666909355013,3.178628133395622,11.060319313985982
389,1,3,4,4,6,6,2,3,10,31.804722557466928,31.669528261400604,31.24370647682378,31.104992687223213,6.0562613517514405,28.69374113486948
390,2,4,6,6,4,7,1,2,9,25.673045766752857,25.31983431921566,25.34602536637817,24.99286968526329,5.28243507369927,23.990443607262023
391,5,5,7,10,2,8,9,2,2,74.97562642081976,74.79860037923402,74.9480320882381,74.77018146051698,2.191771144020499,19.70363151045522
392,1,2,10,4,1,5,2,8,3,44.49526150695589,44.46597661914832,44.48243052437164,44.45327730065719,1.2836239693609854,43.26710644158417
393,7,10,8,3,9,3,10,10,10,51.849168021793844,50.89839716413176,51.03242854416231,50.06283797598791,7.134288145753321,39.98365092770431
394,5,4,2,8,8,6,10,7,4,76.15342950857509,76.04343161044085,75.72261880700712,75.61444084042702,3.4293644263876293,46.283233198854596
395,4,5,6,3,5,7,9,6,3,77.92042620303789,77.75982928794605,77.78306091921795,77.62193841963065,2.6873932124015227,45.47019036893052
396,1,1,4,2,8,8,8,9,5,101.06088802035593,101.05304071238021,100.67042657189437,100.66254621620914,3.489984831910365,77.6228587463938
397,9,7,1,10,3,10,2,9,4,96.98146715729376,96.71481345138403,96.95424667850368,96.6875595220119,1.3863058993783477,94.73162531602709
398,6,3,2,4,1,1,4,3,6,10.427403589256132,9.986210057298063,10.382071987378728,9.939670818360892,4.966783557807954,9.115392861458329
399,1,4,4,9,4,7,7,9,3,83.26437072884518,83.15775554587088,83.15601153489528,83.0492431009144,2.1076625406646885,66.720030509455
400,4,7,10,7,4,1,9,3,7,15.735557087450756,14.12357565330084,15.240957171956511,13.557129280041094,6.719893591340841,10.105004739589463
401,8,8,6,8,9,5,5,2,3,30.94134715936288,29.885325797916167,29.618072972731092,28.523119171935694,2.9666865445669086,13.978944964447717
402,3,9,6,8,1,8,3,9,7,83.35964965051345,82.87082398961422,83.35578386084804,82.86750097556292,2.5206927105668306,79.32359996428782
403,2,6,4,8,7,2,8,7,2,24.51126618779481,23.742845078974394,23.48383810110802,22.683685663942583,1.8178346394666565,16.14876820584863
404,1,2,1,6,9,3,4,4,6,23.682425747132314,23.592062663854446,21.95984212193992,21.861007957058813,4.401492094918981,18.250981765791895
